,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
0,0.04322522046033698,0.14248514415752342,0.18332101170836718,0.007229378824947422,0.03565699255555917,R
1,0.1673997020817012,0.5516599503336016,0.27030729618580335,0.5647547024979661,0.017473600054153396,R
2,0.19710008777576415,0.10335819347111957,0.37493033733696135,0.2949721996786344,0.31447112066765626,R
3,0.417912139884866,0.96241319395501,0.9198873573950817,0.8928442887766593,0.8981998633665276,M
4,0.3178491913177007,0.5110579015429733,0.36828857121278735,0.5281094664050745,0.03639318913955019,R
5,0.6721425836894651,0.8870115748342979,0.7963552758374002,0.9657303146244767,0.9439248189810678,M
6,0.7235885186184041,0.7152107450977341,0.8998884717915491,0.4558066253086849,0.907468418444006,M
7,0.6517866999481052,0.8290022867157125,0.670732123780869,0.8985959867584183,0.8648734499356086,M
8,0.23911162914800974,0.45293665177032594,0.1423757637306962,0.05212799064556851,0.032766384076997127,R
9,0.14233278161634058,0.32111140670585825,0.0437303644961915,0.20153697020968997,0.09221105458080106,R
10,0.7755668028913596,0.4212147650467944,0.7689741821258651,0.9049833134779691,0.7047223117260961,M
11,0.8055071852994132,0.4136609648227874,0.44536219791041304,0.6060076453262173,0.9408370605625944,M
12,0.10723876446537606,0.4255014215509079,0.2925605615585867,0.5122981484430116,0.07657002332920743,R
13,0.14244607713482918,0.24266610526132465,0.5103972336150966,0.02100782261308723,0.11083514712354053,R
14,0.43667037106569123,0.29314831054581236,0.0044329200153352165,0.27536900138518944,0.36475023058242434,R
15,0.009835507835197222,0.07651228632814598,0.22586250710689051,0.5376942292790153,0.14748206056027474,R
16,0.9247938216987872,0.6108867650020293,0.4931923615846872,0.8529695867357112,0.7823601017322035,M
17,0.4427700972600994,0.04665217515396283,0.004209569945670617,0.4208121600827012,0.06662605678280875,R
18,0.21834110757080982,0.3338178178456947,0.1472092974397219,0.3985339831808996,0.2600339217131938,R
19,0.10055910762700103,0.3062100590474658,0.19414326281621214,0.21766861435515322,0.14130846976441486,R
20,0.7047298253993586,0.8849908334399899,0.9719528003367854,0.9135437818199812,0.6848330525458401,M
21,0.6523901224470495,0.4681132447627916,0.7446074792469001,0.4613280318505346,0.7504281638572545,M
22,0.9977273188802782,0.6984973898642923,0.9573816324022788,0.4478472413372527,0.4854171179716453,M
23,0.7834456091374389,0.6591404496837001,0.4521340211445541,0.9532060545980854,0.7087895842879458,M
24,0.719844455943462,0.8468422891178409,0.575827375500299,0.45910277853102904,0.6422757991227832,M
25,0.09334163661075665,0.1418924131833263,0.20994541431797634,0.15315773005177663,0.2846002977894128,R
26,0.36602966610210497,0.4814250482191953,0.26193773314100904,0.34878411804837456,0.08459935366996199,R
27,0.4584705066584629,0.5716245000847126,0.0918093063273706,0.4541917752195054,0.31563834768554355,R
28,0.7206679555220361,0.9747671217062028,0.8545639926219871,0.6794522046237723,0.9719333209456489,M
29,0.46891209005477436,0.5457998818258972,0.9552617328638571,0.5023975421470006,0.46651192249109813,M
30,0.2825863045931162,0.4318088409789203,0.3455050435698171,0.5225832270968979,0.3709258608503113,R
31,0.6743934101126234,0.9443090393723506,0.5137630104350354,0.4850599257060567,0.5676322026863201,M
32,0.4921381356396211,0.2580191496346018,0.32877075271233525,0.09204486348198082,0.5281853681469492,R
33,0.2144286454189037,0.29848988381721114,0.4519054446539911,0.08291592189893432,0.11180491805276016,R
34,0.5223149643619316,0.9139196987929543,0.627192221073827,0.4202044039009563,0.559480847273162,M
35,0.8161799605258149,0.8806775431336569,0.820734720999075,0.9499531311724274,0.6359784329242522,M
