,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
0,0.28480810098774473,0.11877745299545697,0.11187058615308325,0.14997047166672856,0.2553493828293168,R
1,0.703561633753461,0.4340123258513391,0.9775414472871689,0.9478631547959251,0.9145823025163797,M
2,0.6954121993768905,0.5760965464567792,0.5944523446395013,0.7136740807024946,0.7780329571470457,M
3,0.560930000337341,0.8737475667136819,0.4536333055432236,0.5950587997366198,0.44609460359285136,M
4,0.4500281576428254,0.034003452914316654,0.2032425806667586,0.3922306165755177,0.46339950433823734,R
5,0.7353386184251958,0.6111261272346771,0.6766971559725004,0.4435271607641903,0.48185386024689814,M
6,0.1008328689584814,0.573675563987664,0.21611615593953054,0.36855309291269567,0.06447623191577333,R
7,0.5279706565006899,0.6732517372820633,0.7146272767655723,0.7921108035001336,0.9945447041309503,M
8,0.927077150597222,0.8527932504380854,0.6508676982969835,0.4733843201054567,0.47740512672151464,M
9,0.7188234036963494,0.5520426844355582,0.6679397566412628,0.6173046832679223,0.5015637700647454,M
10,0.7382914219517751,0.41491264250729204,0.8919295814933628,0.9714703471435009,0.7870904630793264,M
11,0.8153500456563845,0.9732466331738743,0.5686584139651811,0.695681461297354,0.8404199179146603,M
12,0.4234295072840386,0.06555097666324326,0.40347230633948555,0.06813317266762117,0.4869416823436078,R
13,0.4180826293657163,0.7195539323354451,0.5289131436481693,0.7786345846412221,0.8278591519257291,M
14,0.4007362841557389,0.014554986838634173,0.3431753196422781,0.01581588416205052,0.4844070684128862,R
15,0.7002617059518308,0.5701326027929619,0.698482896379164,0.935912192939965,0.4724837139518042,M
16,0.2928544598834088,0.33806909458998424,0.42254463172672135,0.02996500513342855,0.11968189049146288,R
17,0.7876715503378202,0.9689849073331533,0.8039236488710209,0.5622369002634727,0.4546074155865891,M
18,0.5708531429252119,0.9940008037131915,0.7902582680051521,0.9561543449496797,0.5225003469355588,M
19,0.5413618334712385,0.5466586760661715,0.2793239487161372,0.1417668812120697,0.5572824177661037,R
20,0.3715522680472697,0.16980773306758842,0.24645647529090156,0.4755647453092314,0.045232821632845234,R
21,0.8583627854506257,0.8693251915687625,0.8475625607113098,0.4494408130378237,0.6960027818873591,M
22,0.5532118118338064,0.021671259917075813,0.5439416259477226,0.35592622936067253,0.37656640651682294,R
23,0.6231408020097529,0.7118888175757203,0.7608414449064895,0.4346816807552753,0.7897726419381335,M
24,0.9534263314441234,0.6865931533881611,0.6753396440800398,0.5363529362968618,0.4902904076973344,M
25,0.8099546207601239,0.4428743523096625,0.5101199455062351,0.734679543854317,0.5069343008089819,M
26,0.5619451240640305,0.16894114922246353,0.38120396756609126,0.24504192190489754,0.34777693647083374,R
27,0.18370038772279718,0.5413931242817466,0.476094051226894,0.2101681982952791,0.3186649113927711,R
28,0.5269184462761609,0.4667749096793259,0.9672477844908833,0.6573515401430522,0.8532959970159455,M
29,0.9260828241698549,0.6590974359295458,0.48930718792767436,0.6486409633662482,0.5818612493843125,M
30,0.9052182185884641,0.9274949919774205,0.7862883960553222,0.5331462159507288,0.877530058425132,M
31,0.6579326330368279,0.9703315511785915,0.4849338908225699,0.9535428098858456,0.678435359431286,M
32,0.26747833486454325,0.03229859129431036,0.36118013237389746,0.47966431117152253,0.4892277357011043,R
33,0.8900628218117669,0.5526331175232356,0.8763343406080245,0.5534671485678857,0.5854166966489869,M
34,0.9191090292003843,0.8249298203642705,0.8413275542149172,0.4950182303155118,0.9984261003892205,M
35,0.5692349688326769,0.44279608075942045,0.372693484730648,0.4141912727527467,0.32114686202501813,R
36,0.1436671690296703,0.09510125044526149,0.23459452267781786,0.5332132405956308,0.459740569887725,R
37,0.316392555056558,0.49637188090395473,0.5322425821863933,0.16158564874651685,0.3788338271462081,R
38,0.10161264844864064,0.4192399878085311,0.20275108220009902,0.384800507196239,0.17275153735081847,R
39,0.49021280803305894,0.749267167935048,0.9830944784516553,0.4308825180123895,0.46945011079848814,M
40,0.6609556624233595,0.9559535638888228,0.5156503421779313,0.7698081457658669,0.9571684469283344,M
41,0.7052430902937677,0.9939195238934058,0.6012956107744984,0.7753861744448731,0.8340951216627901,M
42,0.9262588444695714,0.4151032219996163,0.42430160734989136,0.5327803074548708,0.9965579250129522,M
43,0.25108581005965525,0.31095184990914426,0.16877822204964454,0.1009003076040949,0.34132384670829263,R
44,0.5154352212962598,0.47722759886528815,0.695404887762661,0.8823958736410367,0.46108641262135003,M
45,0.44985572821388703,0.9251573804029707,0.8869530460327675,0.4436541125106281,0.5837825934949536,M
46,0.3032743436933707,0.4846368784247642,0.029853180575072507,0.048876371569562135,0.12098873710115395,R
47,0.617080033299546,0.5314791322317565,0.45906058488825796,0.9813673666967373,0.565453180849236,M
48,0.8353890366926537,0.4796021631708812,0.545873236396263,0.7330682459035358,0.7913526714658922,M
49,0.545545886724954,0.9099318870886969,0.41345374743405144,0.8175203464275271,0.5976982007892434,M
50,0.9356085585439884,0.5272769648845974,0.8459284672122437,0.4616787582491654,0.7660226288051599,M
51,0.4790093743752886,0.05335014722646069,0.02385360950480516,0.12582642853914885,0.053649403517913856,R
52,0.7947880564162175,0.9159707569329305,0.9699418335102712,0.47765387105618995,0.7278700689862814,M
53,0.08768034697018545,0.00899479296478201,0.38991555709448944,0.428928009834874,0.5305108492296984,R
54,0.5719621869616509,0.4274083234064241,0.7032080942998584,0.9489875584448388,0.8651261737154604,M
55,0.6661261634449105,0.8280686163179256,0.5315005457643569,0.5036756032748836,0.5910233703332908,M
56,0.3169938830192055,0.5518600235000042,0.25125216341401424,0.11168815657795574,0.38166705700391856,R
