,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
0,0.5703114666505574,0.36471954943732404,0.10763497501365808,0.5657223646469254,0.33020136240642334,R
1,0.8061651264370016,0.7818057880673133,0.8230961740994602,0.7819625464471425,0.8936549267008577,M
2,0.5551551515470118,0.42822947407346657,0.261173621384084,0.34554427921938824,0.3687884716520164,R
3,0.1795201267000262,0.2633801226829549,0.24238163551821354,0.21226359553708238,0.331260435240411,R
4,0.9421481046295113,0.6887909577483046,0.8011296018136551,0.6133237271866674,0.7599484415453185,M
5,0.7154658480540783,0.6089475657940379,0.5546281933652358,0.6464252169926341,0.9280898145328167,M
6,0.6066963139071022,0.8196051551718133,0.9538696810472949,0.9148351580591962,0.9081547496765716,M
7,0.5124211588329144,0.4926582606364694,0.7284928393711942,0.7676876521301872,0.8834901247723757,M
8,0.3570682508110344,0.013998514930756002,0.46065246379789637,0.17279938661754196,0.287887203750097,R
9,0.0053602104987111815,0.03902339824333955,0.3531337149976038,0.5629590513279639,0.5419535376698952,R
10,0.8890669502171699,0.4169200352452909,0.5619082220777355,0.9572291555568986,0.7137094445196628,M
11,0.27331014559456224,0.3303811910224103,0.07064497279317072,0.09857286336547144,0.024395987481157642,R
12,0.1968203628145649,0.2124977158974111,0.2136248969611362,0.5429959537695953,0.2102340298833342,R
13,0.5796411936865515,0.6014282872920405,0.8750843763003286,0.597483101287761,0.8256214523168985,M
14,0.1355395973445509,0.16537044119679328,0.1559124203334767,0.5699477657681451,0.19516892854595672,R
15,0.6327360601341157,0.7821585529550039,0.794792822334136,0.798303291547952,0.7905865158386789,M
16,0.9722597775635167,0.8308691852337986,0.9650836133524083,0.48629449158751037,0.959004234174706,M
17,0.3165914760825203,0.4700081587289748,0.2893644253086741,0.36722443499210106,0.4263054542983676,R
18,0.47313454710135056,0.3552705715020148,0.4530753186057763,0.14575391614076486,0.4567381506051371,R
19,0.1274264979673677,0.0347437476160479,0.2812694593602233,0.1447802856372439,0.4994698939567127,R
20,0.276522232306499,0.014337467990536769,0.28736371805920713,0.38320464552463046,0.05395916431153722,R
21,0.48416500368678694,0.9508602720217314,0.5177071755332049,0.48315980430260186,0.9573522559569572,M
22,0.9397263467449137,0.8052687620245677,0.678582052717094,0.67804525392939,0.4375745404225213,M
23,0.6119999520599834,0.6213530395263521,0.6148145761910845,0.7062985366574184,0.6048580666130601,M
24,0.7265465619252012,0.8253253084599137,0.5931839058334953,0.6939649734797211,0.8249684148866072,M
25,0.6190173835928097,0.8276581560446032,0.8520052940634626,0.6203117764123043,0.7357315052295932,M
26,0.16116796741371797,0.024710457342873582,0.05200934803242158,0.2798910896776988,0.029858255785328695,R
27,0.5550276548901386,0.4586951520009876,0.20313241564588752,0.5035874818462955,0.3231473210022662,R
28,0.07577227125203424,0.423081249649811,0.3187750031226987,0.3440461389469555,0.5353780832487152,R
29,0.007518805522598697,0.24983689463689399,0.4834673493883184,0.20314641520669177,0.2287237039378431,R
30,0.31521212557797734,0.561489992965726,0.15804655166562706,0.37079031997429884,0.5035714317018519,R
31,0.6016919889066403,0.8476973225662481,0.5637564372996235,0.9219602814946573,0.9659062716242366,M
32,0.6607046656548401,0.6977035293681508,0.7774722299400677,0.5022162230766751,0.5725569589721754,M
33,0.70388743153757,0.5289892701167813,0.5803074990317244,0.9011600078691906,0.9700256252712469,M
34,0.42053982728291806,0.5238757773679941,0.13144976216015808,0.4932669023715034,0.14101029301406554,R
35,0.9105266068670699,0.8178602593354691,0.9223760093144142,0.46261192756529956,0.9244157648555731,M
36,0.8585303857418156,0.7228037219966077,0.9551655255955238,0.6917176725259764,0.4328917365973476,M
37,0.5595997945682788,0.4605469315489541,0.9108389787899052,0.5097869287974465,0.7629279500630379,M
38,0.28990724102961263,0.3452133884735946,0.45925860948245634,0.2988700774912473,0.5573353215021684,R
39,0.7255741054557351,0.9687005803196398,0.7534983395608861,0.4218231549384226,0.6224486747118885,M
40,0.7524679713678742,0.7459095831833346,0.7485799112352576,0.6176434257512815,0.8682452316769182,M
41,0.43281440709985014,0.9472063529256549,0.5720322403829478,0.4602979998275787,0.5649977771071246,M
42,0.6077492125883223,0.785997789826936,0.4916361875749212,0.7382783045160088,0.8696956652656862,M
43,0.756913775246302,0.9241486572920026,0.9019545766157605,0.8565285534811258,0.4389003200858452,M
44,0.02522085757233003,0.36380849092657047,0.31578646058268073,0.4052322333215442,0.3130197775731375,R
45,0.7535755605293173,0.6251109611732424,0.700198068671481,0.6735572134725015,0.47183250519190617,M
46,0.6606105021367816,0.79190635905797,0.5844351206820376,0.8567098249837202,0.7691140349632735,M
47,0.6027904853238852,0.5538011216476293,0.6575491294190225,0.6221964935879314,0.9031317224410422,M
48,0.770561389490697,0.8116004198813551,0.7517425609531498,0.6642481091233894,0.6580311654932529,M
49,0.23375345988085786,0.024641121948049318,0.45709162715560187,0.417236863629899,0.5196340675612662,R
50,0.37458505970391354,0.4747371923280356,0.07829524799153242,0.43949556261252015,0.15761980046396726,R
51,0.8250667075234895,0.46790618782082105,0.5923096805051566,0.5949587497132902,0.7783577535227838,M
52,0.37587714965712715,0.4864364459356513,0.34738705585533414,0.3143225561613005,0.013345043904317296,R
53,0.7809506127745586,0.5282258800201893,0.9683523176511788,0.8332765554675182,0.7775647428733239,M
54,0.23022214714047576,0.4172374013336366,0.4670309243924994,0.4811866983985147,0.4778207823671798,R
55,0.101511998341339,0.5306781331142968,0.5002182597768201,0.37754623147323596,0.13666137205553924,R
56,0.9735641189482811,0.9695368088742558,0.8703834724081123,0.61473995786347,0.7998265679680452,M
